accession	biosample_term	biosample_id	biosample_type	model
ENCSR442PKR	T-helper 2 cell	CL:0000546	primary cell	DNase-only
ENCSR505AWE	T-helper 2 cell	CL:0000546	primary cell	DNase-only
ENCSR663BQY	T-helper 2 cell	CL:0000546	primary cell	DNase-only
ENCSR718VSK	T-helper 2 cell	CL:0000546	primary cell	DNase-only
ENCSR843XSE	T-helper 2 cell	CL:0000546	primary cell	DNase-only
ENCSR879XAL	T-helper 2 cell	CL:0000546	primary cell	DNase-only
ENCSR920FCW	T-helper 2 cell	CL:0000546	primary cell	DNase-only
ENCSR130KUS	T-helper 22 cell	CL:0001042	primary cell	DNase-only
ENCSR113MKY	T-helper 9 cell	CL:0002061	primary cell	DNase-only
ENCSR435XFY	T47D	EFO:0001247	cell line	DNase-only
ENCSR699EBL	T47D	EFO:0001247	cell line	DNase-only
ENCSR821GFE	T47D	EFO:0001247	cell line	DNase-only
ENCSR559XUI	WERI-Rb-1	EFO:0005715	cell line	DNase-only
ENCSR897JJL	WERI-Rb-1	EFO:0005715	cell line	DNase-only
ENCSR545RFV	WI38	EFO:0001260	cell line	DNase-only
ENCSR605MTG	WI38	EFO:0001260	cell line	DNase-only
ENCSR464GSY	WTC11	EFO:0009747	cell line	DNase-only
ENCSR105UWG	activated B cell	NTR:0000506	primary cell	DNase-only
ENCSR017FRF	activated CD4-positive, CD25-positive, alpha-beta regulatory T cell	NTR:0004148	primary cell	DNase-only
ENCSR222CLS	activated CD4-positive, CD25-positive, alpha-beta regulatory T cell	NTR:0004148	primary cell	DNase-only
ENCSR014FRR	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR036YHV	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR096CAF	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR198CHD	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR208NMT	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR239PSK	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR262FQI	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR280CKF	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR312XVI	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR436HAB	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR453FXU	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR489MOA	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR530SWV	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR595ZOX	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR610VYQ	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
ENCSR624PTN	activated CD4-positive, alpha-beta T cell	CL:0000896	primary cell	DNase-only
